Quaternion.w,Quaternion.x,Quaternion.y,Quaternion.z,Translation.x,Translation.y,Translation.z,object_name,actions
0.969283403895278,-0.18160781248965302,0.152624037795323,0.064916781058184,47.6020270733327,191.12775695326198,47.6020270733327,bottle,Pull
